,Question,Answer URL,Answer Label,Question Rating,Answer Quality,Factual,questionId
425,does chewing coffee grounds or beans give you more caffeine than drinking coffee,https://skeptics.stackexchange.com/questions/13860#13861,yes,2.6666666666666665,3.0,1.0,13860
426,does the qnet amezcua bio disc work,https://skeptics.stackexchange.com/questions/13921#13923,no,1.6666666666666667,2.3333333333333335,1.0,13921
427,can artificial sweeteners make you gain weight,https://skeptics.stackexchange.com/questions/13993#13999,yes,2.0,2.3333333333333335,1.0,13993
428,can those limited to the left side of their brains only describe the left half of ones face,https://skeptics.stackexchange.com/questions/14026#14039,na,2.0,1.6666666666666667,1.0,14026
429,does working over  hours a week make you less productive,https://skeptics.stackexchange.com/questions/14028#20267,na,2.3333333333333335,2.0,1.0,14028
430,did astronauts or cosmonauts have sex in space,https://skeptics.stackexchange.com/questions/14047#14133,na,2.6666666666666665,3.0,1.0,14047
431,did the large hadron collider end up costing  billion dollars,https://skeptics.stackexchange.com/questions/14115#14121,yes,2.0,2.6666666666666665,1.0,14115
432,is autism in children frequently due to low glutathione levels,https://skeptics.stackexchange.com/questions/14126#20822,no,1.3333333333333333,2.3333333333333335,1.0,14126
433,are humans incapable of digesting gluten,https://skeptics.stackexchange.com/questions/14134#14239,no,2.3333333333333335,2.0,1.0,14134
434,can headbanging cause brain damage,https://skeptics.stackexchange.com/questions/14138#14139,yes,3.0,2.3333333333333335,1.0,14138
435,does smiling too much indicate low social status,https://skeptics.stackexchange.com/questions/14184#14186,no,2.0,1.5,1.0,14184
436,is it possible to gain an edge in roulette through physics,https://skeptics.stackexchange.com/questions/14193#14197,yes,2.3333333333333335,2.3333333333333335,1.0,14193
437,does a column of marching soldiers have to break their rhythm while crossing a bridge to prevent its collapse,https://skeptics.stackexchange.com/questions/14213#14214,yes,1.0,3.0,1.0,14213
438,is sea water suitable for human consumption,https://skeptics.stackexchange.com/questions/14236#14252,no,2.6666666666666665,2.6666666666666665,1.0,14236
439,does your body suffer one mutation for every  cigarettes you smoke,https://skeptics.stackexchange.com/questions/14299#14303,yes,2.0,3.0,1.0,14299
440,does chess elo correlate with iq,https://skeptics.stackexchange.com/questions/14331#14332,no,2.3333333333333335,2.3333333333333335,1.0,14331
441,can egg shells be digested,https://skeptics.stackexchange.com/questions/14349#14350,yes,1.6666666666666667,2.3333333333333335,1.0,14349
442,can increased doses of morphine speed up dying,https://skeptics.stackexchange.com/questions/14466#14472,yes,1.6666666666666667,2.3333333333333335,1.0,14466
443,is drinking a cold drink and drinking hot soup unhealthy in any way,https://skeptics.stackexchange.com/questions/14491#14492,yes,2.0,2.5,1.0,14491
444,diddoes the us government keep secret papers by nikola tesla,https://skeptics.stackexchange.com/questions/14513#14523,yes,3.0,2.0,1.0,14513
445,do light boxes help seasonal affective disorder,https://skeptics.stackexchange.com/questions/14568#17581,yes,2.0,2.5,1.0,14568
446,are over  of school shooters on antipsychotics,https://skeptics.stackexchange.com/questions/14575#14578,na,1.5,2.0,1.0,14575
447,does heattech clothing generate heat,https://skeptics.stackexchange.com/questions/14581#41414,no,1.6666666666666667,2.3333333333333335,1.0,14581
448,is there an iphone app that can make corn kernels pop,https://skeptics.stackexchange.com/questions/14665#14669 ,no,1.3333333333333333,2.6666666666666665,1.0,14665
449,did lance armstrong have cancer,https://skeptics.stackexchange.com/questions/14679#14687,yes,2.0,2.0,1.0,14679
450,is there any correlation between sleeping position and personality,https://skeptics.stackexchange.com/questions/14696#28115,yes,2.5,2.5,1.0,14696
451,is a lack of breakfast the  brain damaging habit,https://skeptics.stackexchange.com/questions/14745#17587,no,2.0,2.6666666666666665,1.0,14745
452,can the useful lifespan of razor blades be extended by stroking them over jeans,https://skeptics.stackexchange.com/questions/14792#15142,yes,2.0,2.0,1.0,14792
453,are instant noodles bad for peoples health,https://skeptics.stackexchange.com/questions/14805#14808,na,2.3333333333333335,1.0,1.0,14805
454,does milk cause heart attacks and cancer,https://skeptics.stackexchange.com/questions/14903#14909  ,yes,1.3333333333333333,2.3333333333333335,1.0,14903
455,did canadian company hyperstealth invent an invisibility cloak,https://skeptics.stackexchange.com/questions/14918#14922,no,2.3333333333333335,2.0,1.0,14918
456,was time travel achieved and then hidden from the public,https://skeptics.stackexchange.com/questions/14921#14926,no,2.6666666666666665,2.6666666666666665,1.0,14921
457,is it not possible to swim in crude oil,https://skeptics.stackexchange.com/questions/14984#14987 ,na,1.6666666666666667,2.3333333333333335,1.0,14984
458,does popped popcorn have less calories than unpopped,https://skeptics.stackexchange.com/questions/15034#15068,yes,3.0,2.3333333333333335,1.0,15034
459,is cooked protein less digestible than raw protein,https://skeptics.stackexchange.com/questions/15159#17134,na,1.6666666666666667,2.0,1.0,15159
460,does positive thinking have any effect,https://skeptics.stackexchange.com/questions/15165#15168,yes,2.0,2.0,1.0,15165
461,do eggs have dha if yes then how much on an average,https://skeptics.stackexchange.com/questions/15166#15172 ,yes,2.0,2.5,1.0,15166
462,do firefighters avoid eating pork,https://skeptics.stackexchange.com/questions/15412#15420,no,1.3333333333333333,2.3333333333333335,1.0,15412
463,can a loudspeaker make water stream form a zigzag flow,https://skeptics.stackexchange.com/questions/15517#15519,yes,2.3333333333333335,3.0,1.0,15517
464,does the number of lobes on a green pepper indicate any specific culinary traits about the individual pepper,https://skeptics.stackexchange.com/questions/15527#15553,no,1.3333333333333333,2.0,1.0,15527
465,are tomatoes associated with increased risk of prostate cancer,https://skeptics.stackexchange.com/questions/15542#27048,no,2.0,2.0,1.0,15542
466,can haarp warp spacetime,https://skeptics.stackexchange.com/questions/15626#15629,na,1.3333333333333333,1.6666666666666667,1.0,15626
467,is cancer a trade off to enable faster evolution,https://skeptics.stackexchange.com/questions/15725#15746,na,2.3333333333333335,1.3333333333333333,1.0,15725
468,is there any difference between milk from rbst treated cows and nonrbst treated cows,https://skeptics.stackexchange.com/questions/15728#15729 ,na,2.0,1.6666666666666667,1.0,15728
469,can you get addicted to cheese,https://skeptics.stackexchange.com/questions/15819#15821 ,na,2.3333333333333335,2.6666666666666665,1.0,15819
470,can the rhinoceros beetle carry x its own weight,https://skeptics.stackexchange.com/questions/15825#15856,yes,2.0,2.6666666666666665,1.0,15825
471,can ct scans performed on a childs head lower his or her intelligence,https://skeptics.stackexchange.com/questions/16022#16026,yes,2.0,2.0,1.0,16022
472,does japan export food that is unsafe to eat in japan,https://skeptics.stackexchange.com/questions/16087#17920 ,na,1.5,2.0,1.0,16087
473,is dwave systemss dwave one a quantum computer,https://skeptics.stackexchange.com/questions/16112#16146,na,2.3333333333333335,2.6666666666666665,1.0,16112
474,is eating fruits separatelyon an empty stomach healthier,https://skeptics.stackexchange.com/questions/16253#43309,no,2.3333333333333335,3.0,1.0,16253
475,can we preserve youth wearing a magnet,https://skeptics.stackexchange.com/questions/16294#16295,no,2.0,2.3333333333333335,1.0,16294
476,can eating the right foods avoid brca breast cancer,https://skeptics.stackexchange.com/questions/16309#16311,no,1.6666666666666667,2.6666666666666665,1.0,16309
477,is it accurate to say that  of experts agree that global warming is anthropogenic,https://skeptics.stackexchange.com/questions/16313#16424,yes,2.3333333333333335,2.6666666666666665,1.0,16313
478,does beef meat have twice the amount of oestrogen as soy,https://skeptics.stackexchange.com/questions/16316#16318,na,1.6666666666666667,1.6666666666666667,1.0,16316
479,is global temperature significantly affected by time of galactic year,https://skeptics.stackexchange.com/questions/16408#22447,no,2.6666666666666665,3.0,1.0,16408
480,does the gravitational constant fluctuate,https://skeptics.stackexchange.com/questions/16441#16444 ,na,2.5,2.0,1.0,16441
481,are rising temperatures making fires worse,https://skeptics.stackexchange.com/questions/16528#16529,yes,2.0,2.5,1.0,16528
482,is drinking a soda as bad or more harmful than smoking a cigarette,https://skeptics.stackexchange.com/questions/16649#28760 ,no,1.6666666666666667,2.3333333333333335,1.0,16649
483,are vitamin d pills toxic for humans in the long term,https://skeptics.stackexchange.com/questions/16692#16693,no,2.3333333333333335,2.3333333333333335,1.0,16692
484,does australia label gmo foods,https://skeptics.stackexchange.com/questions/16694#16695,yes,1.0,3.0,1.0,16694
485,can you cause mosquitos to explode from drinking too much blood by flexing your muscles,https://skeptics.stackexchange.com/questions/16711#16712,no,2.6666666666666665,1.6666666666666667,1.0,16711
486,does drinking a glass of water  minutes before meal have any positive effect on your health,https://skeptics.stackexchange.com/questions/16714#16720,yes,2.3333333333333335,2.6666666666666665,1.0,16714
487,can differential friction explain a statue turning around,https://skeptics.stackexchange.com/questions/16723#18467,yes,2.3333333333333335,2.0,1.0,16723
488,is dietary cholesterol related to blood serum cholesterol,https://skeptics.stackexchange.com/questions/16765#16771,no,2.6666666666666665,2.6666666666666665,1.0,16765
489,is storing food in opened tin cans dangerous,https://skeptics.stackexchange.com/questions/16799#16809,no,1.6666666666666667,2.6666666666666665,1.0,16799
490,is wheat the cause of numerous serious health problems,https://skeptics.stackexchange.com/questions/16920#16925,no,2.0,2.0,1.0,16920
491,is soylent a nutritionally complete shake,https://skeptics.stackexchange.com/questions/17347#17378,no,1.3333333333333333,3.0,1.0,17347
492,do lemons help cure cancer,https://skeptics.stackexchange.com/questions/17422#17424,na,1.3333333333333333,2.0,1.0,17422
493,can you reset your taste buds,https://skeptics.stackexchange.com/questions/17440#17474,yes,2.6666666666666665,1.3333333333333333,1.0,17440
494,have there been  years of above average temperatures,https://skeptics.stackexchange.com/questions/17445#17447,na,1.3333333333333333,1.6666666666666667,1.0,17445
495,did uk met office claim in  that global warming stopped  years ago,https://skeptics.stackexchange.com/questions/17446#17448,no,1.6666666666666667,2.6666666666666665,1.0,17446
496,does eating soy affect mens virility,https://skeptics.stackexchange.com/questions/17488#17489,na,1.6666666666666667,1.0,1.0,17488
497,does emacs cause emacs pinky,https://skeptics.stackexchange.com/questions/17492#17493,na,2.0,2.3333333333333335,1.0,17492
498,do we judge people consistently based on what they eat,https://skeptics.stackexchange.com/questions/17494#17518,yes,2.0,3.0,1.0,17494
499,are chickens fed arsenic,https://skeptics.stackexchange.com/questions/17567#17568,yes,1.0,2.3333333333333335,1.0,17567
500,is the cost of preventing climate change  times higher than the cost of adapting to it,https://skeptics.stackexchange.com/questions/17584#17585,na,1.0,2.0,1.0,17584
501,do nettle stings help reduce joint pain,https://skeptics.stackexchange.com/questions/17594#40539,na,2.0,2.3333333333333335,1.0,17594
502,did this building cause carpet to burn and cars to melt,https://skeptics.stackexchange.com/questions/17595#17596,yes,2.0,2.6666666666666665,1.0,17595
503,does being abused make someone more likely to be an abuser,https://skeptics.stackexchange.com/questions/17608#18977,na,2.0,1.6666666666666667,1.0,17608
504,are green potatoes unhealthy to eat,https://skeptics.stackexchange.com/questions/17647#17649,yes,2.6666666666666665,2.3333333333333335,1.0,17647
505,did the arctic ice sheet grow by  from  to,https://skeptics.stackexchange.com/questions/17695#17696,yes,2.3333333333333335,2.3333333333333335,1.0,17695
506,has backmasking any significant effect as subliminal stimulus,https://skeptics.stackexchange.com/questions/17728#17732,no,1.5,3.0,1.0,17728
507,is it possible for armavir to see ballistic missile over mediterranean how high was it,https://skeptics.stackexchange.com/questions/17791#17792,na,2.0,1.0,1.0,17791
508,are dental xrays safe,https://skeptics.stackexchange.com/questions/17892#17896,yes,2.3333333333333335,3.0,1.0,17892
509,did ancel keys disregard reliable data that did not fit his conclusion that saturated fat was a leading contributor to heart disease,https://skeptics.stackexchange.com/questions/18039#20802,no,2.0,2.0,1.0,18039
510,has reidar finsrud created a perpetual motion machine,https://skeptics.stackexchange.com/questions/18065#18067,na,1.3333333333333333,1.6666666666666667,1.0,18065
511,is herbalife safe and can it actually promote sustained weight loss,https://skeptics.stackexchange.com/questions/18112#18114,na,1.6666666666666667,1.6666666666666667,1.0,18112
512,is there a correlation between the quality of alcoholic beverages and the likeliness of a hangover,https://skeptics.stackexchange.com/questions/18135#22928,no,1.6666666666666667,2.3333333333333335,1.0,18135
513,is climate change currently good for the world economy,https://skeptics.stackexchange.com/questions/18136#18171,na,2.0,2.0,1.0,18136
514,does raw cows milk contain lactase,https://skeptics.stackexchange.com/questions/18153#18154,no,2.0,2.3333333333333335,1.0,18153
515,does the phaseout of incandescent light bulbs measurably reduce overall electrical power consumption,https://skeptics.stackexchange.com/questions/18272#18310,na,1.3333333333333333,1.3333333333333333,1.0,18272
516,do vitamin d supplements help against winter depression,https://skeptics.stackexchange.com/questions/18322#18325 ,no,3.0,1.6666666666666667,1.0,18322
517,do memory foam mattresses cause inflammation,https://skeptics.stackexchange.com/questions/18352#30376,na,1.6666666666666667,1.3333333333333333,1.0,18352
518,do asian esp japanese people have longer intestines than people of european descent,https://skeptics.stackexchange.com/questions/18385#20729,na,2.0,1.5,1.0,18385
519,can scaring a person cure hiccups,https://skeptics.stackexchange.com/questions/18422#18979,yes,2.6666666666666665,2.3333333333333335,1.0,18422
520,has climate change measurably increased the likelihood of tropical storms such as haiyan,https://skeptics.stackexchange.com/questions/18423#18425,na,2.3333333333333335,2.3333333333333335,1.0,18423
521,does eating grains cause alzheimers,https://skeptics.stackexchange.com/questions/18450#20419,no,1.6666666666666667,3.0,1.0,18450
522,does storing ground coffee in the fridge preserve its flavor better,https://skeptics.stackexchange.com/questions/18490#23016,yes,2.5,2.0,1.0,18490
523,does autosuggestion work,https://skeptics.stackexchange.com/questions/18562#18564,na,1.6666666666666667,1.6666666666666667,1.0,18562
524,can eating too much fibre cause hemorrhoidal disease or piles,https://skeptics.stackexchange.com/questions/18573#23506,no,1.6666666666666667,2.0,1.0,18573
525,do monsanto gm foods cause glutenrelated illnesses,https://skeptics.stackexchange.com/questions/18612#18613,na,2.3333333333333335,2.3333333333333335,1.0,18612
526,is halal meat healthier to consume,https://skeptics.stackexchange.com/questions/18628#18691,no,2.3333333333333335,1.0,1.0,18628
527,does chicken meat from the us contain arsenic,https://skeptics.stackexchange.com/questions/18630#18693,yes,2.3333333333333335,1.6666666666666667,1.0,18630
528,can phobias be genetic but created in one generation and not by natural selection,https://skeptics.stackexchange.com/questions/18713#22322,na,1.6666666666666667,2.0,1.0,18713
529,can teeth cavities be cured through diet,https://skeptics.stackexchange.com/questions/18736#18837,no,2.3333333333333335,2.3333333333333335,1.0,18736
530,does taking more steps lead to better health outcomes,https://skeptics.stackexchange.com/questions/18870#18872,yes,2.0,2.5,1.0,18870
531,is the newborn vitamin k injection linked to cancer or leukemia,https://skeptics.stackexchange.com/questions/18877#18879,no,2.0,3.0,1.0,18877
532,is treatment induced injury one of the leading causes of death and disability,https://skeptics.stackexchange.com/questions/18887#18888,na,2.6666666666666665,2.6666666666666665,1.0,18887
533,do medical screenings improve health outcomes,https://skeptics.stackexchange.com/questions/18892#18893,na,1.0,2.5,1.0,18892
534,can reading a word trigger a trauma flashback,https://skeptics.stackexchange.com/questions/18951#36740,yes,2.0,2.3333333333333335,1.0,18951
535,are eggs more likely to contain salmonella in the yolk than the white,https://skeptics.stackexchange.com/questions/18954#18956,no,2.5,2.0,1.0,18954
536,does eating sugar feed yeast in the gut,https://skeptics.stackexchange.com/questions/18987#18988,na,1.6666666666666667,2.0,1.0,18987
537,is cannabis bad for your health when not smoked in the long term,https://skeptics.stackexchange.com/questions/19057#19058,na,2.3333333333333335,1.6666666666666667,1.0,19057
538,can eating sugar result in addiction,https://skeptics.stackexchange.com/questions/19060#20808,na,1.6666666666666667,2.3333333333333335,1.0,19060
539,does wheat cause coronary heart disease,https://skeptics.stackexchange.com/questions/19092#19095,no,2.0,2.0,1.0,19092
540,does one out of every hundred peanuts produced end up in peanut mms,https://skeptics.stackexchange.com/questions/19138#19139,yes,1.0,2.5,1.0,19138
541,does the theradome laser helmet deliver around  jcm to the head,https://skeptics.stackexchange.com/questions/19170#20466,na,2.0,1.5,1.0,19170
542,does cooking with extra virgin olive oil cause cancer,https://skeptics.stackexchange.com/questions/19180#19190,no,2.3333333333333335,2.0,1.0,19180
543,does blue monday exist,https://skeptics.stackexchange.com/questions/19223#19227 ,no,1.6666666666666667,2.3333333333333335,1.0,19223
544,do peoples iqs change,https://skeptics.stackexchange.com/questions/19236#19237,yes,1.3333333333333333,1.6666666666666667,1.0,19236
545,is the mile email case true,https://skeptics.stackexchange.com/questions/19281#19283,yes,2.0,2.3333333333333335,1.0,19281
546,have global surface temperatures not shown significant warming since the late s,https://skeptics.stackexchange.com/questions/19291#19294 ,na,1.6666666666666667,2.6666666666666665,1.0,19291
547,was the combination of yoghurt and honey called the food of the gods in ancient indian records,https://skeptics.stackexchange.com/questions/19361#20306,yes,1.0,2.0,1.0,19361
548,did january  american snowfall char and burn when exposed to fire,https://skeptics.stackexchange.com/questions/19364#19365,no,1.6666666666666667,2.0,1.0,19364
549,is there a letter from bohr about the  nobel prize,https://skeptics.stackexchange.com/questions/19373#32016,na,2.3333333333333335,2.3333333333333335,1.0,19373
550,do the types of food affect a calorie restricted diet,https://skeptics.stackexchange.com/questions/19393#20845,yes,2.0,2.3333333333333335,1.0,19393
551,can the health of an alkaline battery be determined by bouncing it,https://skeptics.stackexchange.com/questions/19412#23123,yes,2.0,2.5,1.0,19412
552,does the brat diet help stop diarrhea,https://skeptics.stackexchange.com/questions/19477#19484,no,1.6666666666666667,1.6666666666666667,1.0,19477
553,is this man holding his own heart after getting a transplant,https://skeptics.stackexchange.com/questions/19535#19537,yes,1.5,2.5,1.0,19535
554,do penile traction devices work to straighten curved penises,https://skeptics.stackexchange.com/questions/19572#19583,no,1.5,2.5,1.0,19572
555,is speaking in tongues real,https://skeptics.stackexchange.com/questions/19594#19595,no,1.6666666666666667,2.3333333333333335,1.0,19594
556,can reflexology diagnose and cure disease,https://skeptics.stackexchange.com/questions/19600#21918,no,2.0,2.3333333333333335,1.0,19600
557,do tinfoil hats protect against any sort of radiation,https://skeptics.stackexchange.com/questions/19615#32319,yes,2.0,2.0,1.0,19615
558,is wholegrain bread healthier than white bread,https://skeptics.stackexchange.com/questions/19667#20058,na,1.5,2.0,1.0,19667
559,is higgs boson called the god particle because of a book by leon lederman,https://skeptics.stackexchange.com/questions/19715#19719,yes,1.6666666666666667,1.6666666666666667,1.0,19715
560,is the peel of commerciallygrown apples toxic with pesticides,https://skeptics.stackexchange.com/questions/19742#19750,no,1.6666666666666667,2.0,1.0,19742
561,does an alkaline diet help to prevent kidney stones,https://skeptics.stackexchange.com/questions/19744#21928,no,1.0,2.0,1.0,19744
562,does a high protein diet increase your risk for cancer,https://skeptics.stackexchange.com/questions/19784#19817 ,no,1.5,2.5,1.0,19784
563,do directional tread patterns on tires reduce hydroplaning,https://skeptics.stackexchange.com/questions/19804#28219,yes,1.6666666666666667,1.3333333333333333,1.0,19804
564,is it harmful to exercise when on antibiotics,https://skeptics.stackexchange.com/questions/19875#19894,na,2.0,1.3333333333333333,1.0,19875
565,are ectomorph mesomorph and endomorph valid and useful descriptors,https://skeptics.stackexchange.com/questions/19943#19945,na,1.6666666666666667,2.0,1.0,19943
566,have chronic conditions such as heart disease prostate cancer infertility ever been linked to everyday exposures to chemicals in food,https://skeptics.stackexchange.com/questions/19948#19972,na,2.3333333333333335,2.3333333333333335,1.0,19948
567,do water molecules change when you talk to them,https://skeptics.stackexchange.com/questions/19979#19996,na,2.0,2.3333333333333335,1.0,19979
568,can looking at pictures tell you something about your personality,https://skeptics.stackexchange.com/questions/19986#19988,no,2.0,1.3333333333333333,1.0,19986
569,does the means of slaughter affect meat quality,https://skeptics.stackexchange.com/questions/19994#20008,yes,2.0,2.3333333333333335,1.0,19994
570,is optometry a pseudoscience,https://skeptics.stackexchange.com/questions/20006#20071,yes,1.6666666666666667,2.3333333333333335,1.0,20006
571,was shakuntala devi able to perform complex computations far faster than the best living human calculators,https://skeptics.stackexchange.com/questions/20024#22842,yes,2.3333333333333335,3.0,1.0,20024
572,is the flavor of artificial banana flavoring based on the gros michel banana,https://skeptics.stackexchange.com/questions/20079#20084,na,1.3333333333333333,2.0,1.0,20079
573,is cancer linked to having an acidic body,https://skeptics.stackexchange.com/questions/20087#20093,no,2.0,2.3333333333333335,1.0,20087
574,is ocean acidification happening,https://skeptics.stackexchange.com/questions/20101#20102,na,1.6666666666666667,2.6666666666666665,1.0,20101
575,do poor children hear  million fewer words by age,https://skeptics.stackexchange.com/questions/20139#20148,na,2.0,2.3333333333333335,1.0,20139
576,can the gobe devices measure your caloric intake,https://skeptics.stackexchange.com/questions/20147#40039,no,2.3333333333333335,3.0,1.0,20147
577,was sucralose accidentally discovered in the course of insectide research,https://skeptics.stackexchange.com/questions/20211#20261,no,2.0,2.3333333333333335,1.0,20211
578,does gps use general relativity,https://skeptics.stackexchange.com/questions/20230#20236,yes,2.0,3.0,1.0,20230
579,does potassium deficiency cause cramps,https://skeptics.stackexchange.com/questions/20292#20309,yes,1.3333333333333333,2.0,1.0,20292
580,can vegetable oils extracted from seeds be shown to cause health problems,https://skeptics.stackexchange.com/questions/20304#20364,yes,1.0,1.5,1.0,20304
581,are the latest estimates of the cost of climate policy five time higher than the projected benefits,https://skeptics.stackexchange.com/questions/20344#20345,no,2.6666666666666665,2.6666666666666665,1.0,20344
582,are discussions about suicide themselves suicide triggers,https://skeptics.stackexchange.com/questions/20373#20375,yes,2.6666666666666665,2.3333333333333335,1.0,20373
583,can you get sufficient protein from a vegan diet,https://skeptics.stackexchange.com/questions/20389#20394,yes,2.0,2.0,1.0,20389
584,does eating food which was exposed to ionizing em radiation pose a health risk,https://skeptics.stackexchange.com/questions/20444#20446,no,1.3333333333333333,1.3333333333333333,1.0,20444
585,are people dying of starvation because we cannot produce enough food,https://skeptics.stackexchange.com/questions/20459#20488,na,2.5,2.5,1.0,20459
586,did japanese people eat pickled fish eyes,https://skeptics.stackexchange.com/questions/20487#20500 ,yes,1.6666666666666667,2.6666666666666665,1.0,20487
587,do japanese fishermen put sharks in their tanks to keep fish fresh,https://skeptics.stackexchange.com/questions/20565#26388,na,2.3333333333333335,2.3333333333333335,1.0,20565
588,can you deduce the quality of watermelons by tapping on them,https://skeptics.stackexchange.com/questions/20567#20586,yes,2.6666666666666665,2.6666666666666665,1.0,20567
589,can continuous passive movement help cartilage healing,https://skeptics.stackexchange.com/questions/20632#21901,no,1.3333333333333333,2.6666666666666665,1.0,20632
590,is it possible for dogs to have a vegetarian diet,https://skeptics.stackexchange.com/questions/20645#26827,yes,2.3333333333333335,2.0,1.0,20645
591,do onions become toxic or otherwise dangerous within a day of a being cut open,https://skeptics.stackexchange.com/questions/20649#20651,no,2.0,2.6666666666666665,1.0,20649
592,did the quran predict the speed of light,https://skeptics.stackexchange.com/questions/20650#20684,no,1.5,2.5,1.0,20650
593,are live monkey brains a traditional cuisine,https://skeptics.stackexchange.com/questions/20660#23423,yes,2.6666666666666665,2.0,1.0,20660
594,do onions enhance immune system,https://skeptics.stackexchange.com/questions/20712#20805   ,na,1.3333333333333333,2.6666666666666665,1.0,20712
595,does garlic enhance immune system,https://skeptics.stackexchange.com/questions/20713#20727,yes,2.3333333333333335,2.0,1.0,20713
596,do bananas last  to  days longer if you wrap plastic around their stem,https://skeptics.stackexchange.com/questions/20852#20869,na,1.6666666666666667,1.6666666666666667,1.0,20852
597,is there a nutritional difference between grainfed and grassfed beef,https://skeptics.stackexchange.com/questions/20870#21898,yes,2.0,2.3333333333333335,1.0,20870
598,did the isolation condensors fail at fukushima daiichi was human error involved,https://skeptics.stackexchange.com/questions/20893#20894,yes,1.5,2.0,1.0,20893
599,have bobby fischer einstein hawking and kasparov all had their iqs tested,https://skeptics.stackexchange.com/questions/21979#21980,no,3.0,2.0,1.0,21979
600,does this study show the cdc has covered up an autismthimerosal link,https://skeptics.stackexchange.com/questions/22007#22008,na,1.0,2.3333333333333335,1.0,22007
601,does talking in another language actually change your personality,https://skeptics.stackexchange.com/questions/22034#22035,no,3.0,2.0,1.0,22034
602,is our moon moving away from earth,https://skeptics.stackexchange.com/questions/22050#22052,yes,2.0,2.0,1.0,22050
603,is matt ridleys assertion that the most extreme of the ipcc climate projections is based on very implausible assumptions correct,https://skeptics.stackexchange.com/questions/22073#22076,no,2.0,1.6666666666666667,1.0,22073
604,do babies born with lots of hair cause heartburn during pregnancy,https://skeptics.stackexchange.com/questions/22087#22092,yes,2.3333333333333335,2.3333333333333335,1.0,22087
605,did fertilising the ocean with  tons of iron sulphate increase the salmon catch by over  tons,https://skeptics.stackexchange.com/questions/22089#43584,yes,1.0,2.6666666666666665,1.0,22089
606,is it possible to determine dishonesty in a person through body language,https://skeptics.stackexchange.com/questions/22154#22156,no,2.3333333333333335,2.6666666666666665,1.0,22154
607,was july  the hottest month on record for mainland usa,https://skeptics.stackexchange.com/questions/22168#22179 ,na,2.0,1.6666666666666667,1.0,22168
608,are facebook likes similar to cocaine addiction,https://skeptics.stackexchange.com/questions/22207#22211,yes,2.5,2.5,1.0,22207
609,are youths that watch violent xrated material  times more likely to force others sexually,https://skeptics.stackexchange.com/questions/22234#22235,na,1.6666666666666667,2.6666666666666665,1.0,22234
610,does drinking water after eating watermelon cause cholera,https://skeptics.stackexchange.com/questions/22241#23255,no,2.0,1.3333333333333333,1.0,22241
611,do lemons act as bases in the body,https://skeptics.stackexchange.com/questions/22250#22838,no,1.3333333333333333,2.6666666666666665,1.0,22250
612,did both higher temperatures and an ice age exist at co levels ten times the present,https://skeptics.stackexchange.com/questions/22285#22367,yes,1.6666666666666667,2.3333333333333335,1.0,22285
613,do higher co concentrations increase plant wellbeing,https://skeptics.stackexchange.com/questions/22292#22293,na,2.0,2.0,1.0,22292
614,did global warming cause temperatures to drop because of polar vortex episodes,https://skeptics.stackexchange.com/questions/22361#22365,na,1.6666666666666667,1.6666666666666667,1.0,22361
615,do rss satellite samples show no warming since september,https://skeptics.stackexchange.com/questions/22379#22381 ,yes,2.5,2.5,1.0,22379
616,does sleeping naked in a sleeping bag keep you warmer,https://skeptics.stackexchange.com/questions/22419#22433,no,2.6666666666666665,3.0,1.0,22419
617,does chocolate have caffeine,https://skeptics.stackexchange.com/questions/22428#22431,yes,2.3333333333333335,2.0,1.0,22428
618,is this a way to survive a lightning strike,https://skeptics.stackexchange.com/questions/22430#26432,na,2.3333333333333335,1.6666666666666667,1.0,22430
619,does the true colors personality quiz predict behavior,https://skeptics.stackexchange.com/questions/22504#22506,na,2.0,1.0,1.0,22504
620,can ptsd be a factor in causing one to plagiarize,https://skeptics.stackexchange.com/questions/22507#22537,na,1.6666666666666667,1.3333333333333333,1.0,22507
621,does rubbing a bruise help against haematomas,https://skeptics.stackexchange.com/questions/22544#22546,no,2.3333333333333335,2.6666666666666665,1.0,22544
622,is it safe to stand by the windows during a thunderstorm,https://skeptics.stackexchange.com/questions/22562#22565,no,2.0,2.3333333333333335,1.0,22562
623,can lightning bring down a plane,https://skeptics.stackexchange.com/questions/22579#22584,yes,2.6666666666666665,2.6666666666666665,1.0,22579
624,has a famine ever taken place in a functioning democracy,https://skeptics.stackexchange.com/questions/22586#22594,no,2.6666666666666665,2.0,1.0,22586
625,is this cctv video about a chair moving by itself in essex theatre fake,https://skeptics.stackexchange.com/questions/22599#22619,yes,1.0,2.3333333333333335,1.0,22599
626,does drinking water at certain times help digestion prevent highblood pressure strokes and heartattacks,https://skeptics.stackexchange.com/questions/22609#22611,no,2.3333333333333335,1.6666666666666667,1.0,22609
627,does ebola pose little risk to the us general population,https://skeptics.stackexchange.com/questions/22638#22639,yes,2.3333333333333335,2.3333333333333335,1.0,22638
628,are aikido joint locks harmful to children,https://skeptics.stackexchange.com/questions/22696#22728,yes,2.0,3.0,1.0,22696
629,did benjamin franklin perform an experiment by flying a kite in a lightning storm,https://skeptics.stackexchange.com/questions/22825#22827,na,2.5,2.5,1.0,22825
630,did norman borlaug save a billion lives,https://skeptics.stackexchange.com/questions/22875#22904,no,1.6666666666666667,2.3333333333333335,1.0,22875
