Question,Answer URL,Answer Label,Question Rating,Answer Quality,Factual,questionId
does the gravitational constant fluctuate,https://skeptics.stackexchange.com/questions/16441#16444 ,na,2.5,2,1,16441
are rising temperatures making fires worse,https://skeptics.stackexchange.com/questions/16528#16529,yes,2,2.5,1,16528
is drinking a soda as bad or more harmful than smoking a cigarette,https://skeptics.stackexchange.com/questions/16649#28760 ,no,1.666666667,2.333333333,1,16649
are vitamin d pills toxic for humans in the long term,https://skeptics.stackexchange.com/questions/16692#16693,no,2.333333333,2.333333333,1,16692
does australia label gmo foods,https://skeptics.stackexchange.com/questions/16694#16695,yes,1,3,1,16694
can you cause mosquitos to explode from drinking too much blood by flexing your muscles,https://skeptics.stackexchange.com/questions/16711#16712,yes,2.666666667,1.666666667,1,16711
does drinking a glass of water  minutes before meal have any positive effect on your health,https://skeptics.stackexchange.com/questions/16714#16720,yes,2.333333333,2.666666667,1,16714
can differential friction explain a statue turning around,https://skeptics.stackexchange.com/questions/16723#18467,yes,2.333333333,2,1,16723
is dietary cholesterol related to blood serum cholesterol,https://skeptics.stackexchange.com/questions/16765#16771,no,2.666666667,2.666666667,1,16765
is storing food in opened tin cans dangerous,https://skeptics.stackexchange.com/questions/16799#16809,no,1.666666667,2.666666667,1,16799
is wheat the cause of numerous serious health problems,https://skeptics.stackexchange.com/questions/16920#16925,no,2,2,1,16920
is soylent a nutritionally complete shake,https://skeptics.stackexchange.com/questions/17347#17378,no,1.333333333,3,1,17347
do lemons help cure cancer,https://skeptics.stackexchange.com/questions/17422#17424,na,1.333333333,2,1,17422
can you reset your taste buds,https://skeptics.stackexchange.com/questions/17440#17474,na,2.666666667,1.333333333,1,17440
have there been  years of above average temperatures,https://skeptics.stackexchange.com/questions/17445#17447,na,1.333333333,1.666666667,1,17445
did uk met office claim in  that global warming stopped  years ago,https://skeptics.stackexchange.com/questions/17446#17448,no,1.666666667,2.666666667,1,17446
does eating soy affect mens virility,https://skeptics.stackexchange.com/questions/17488#17489,na,1.666666667,1,1,17488
does emacs cause emacs pinky,https://skeptics.stackexchange.com/questions/17492#17493,na,2,2.333333333,1,17492
do we judge people consistently based on what they eat,https://skeptics.stackexchange.com/questions/17494#17518,yes,2,3,1,17494
are chickens fed arsenic,https://skeptics.stackexchange.com/questions/17567#17568,yes,1,2.333333333,1,17567
is the cost of preventing climate change  times higher than the cost of adapting to it,https://skeptics.stackexchange.com/questions/17584#17585,no,1,2,1,17584
do nettle stings help reduce joint pain,https://skeptics.stackexchange.com/questions/17594#40539,na,2,2.333333333,1,17594
did this building cause carpet to burn and cars to melt,https://skeptics.stackexchange.com/questions/17595#17596,yes,2,2.666666667,1,17595
does being abused make someone more likely to be an abuser,https://skeptics.stackexchange.com/questions/17608#18977,na,2,1.666666667,1,17608
are green potatoes unhealthy to eat,https://skeptics.stackexchange.com/questions/17647#17649,yes,2.666666667,2.333333333,1,17647
did the arctic ice sheet grow by  from  to,https://skeptics.stackexchange.com/questions/17695#17696,yes,2.333333333,2.333333333,1,17695
has backmasking any significant effect as subliminal stimulus,https://skeptics.stackexchange.com/questions/17728#17732,no,1.5,3,1,17728
is it possible for armavir to see ballistic missile over mediterranean how high was it,https://skeptics.stackexchange.com/questions/17791#17792,no,2,1,1,17791
are dental xrays safe,https://skeptics.stackexchange.com/questions/17892#17896,yes,2.333333333,3,1,17892
did ancel keys disregard reliable data that did not fit his conclusion that saturated fat was a leading contributor to heart disease,https://skeptics.stackexchange.com/questions/18039#20802,no,2,2,1,18039
has reidar finsrud created a perpetual motion machine,https://skeptics.stackexchange.com/questions/18065#18067,na,1.333333333,1.666666667,1,18065
is herbalife safe and can it actually promote sustained weight loss,https://skeptics.stackexchange.com/questions/18112#18114,na,1.666666667,1.666666667,1,18112
is there a correlation between the quality of alcoholic beverages and the likeliness of a hangover,https://skeptics.stackexchange.com/questions/18135#22928,no,1.666666667,2.333333333,1,18135
is climate change currently good for the world economy,https://skeptics.stackexchange.com/questions/18136#18171,na,2,2,1,18136
does raw cows milk contain lactase,https://skeptics.stackexchange.com/questions/18153#18154,no,2,2.333333333,1,18153
does the phaseout of incandescent light bulbs measurably reduce overall electrical power consumption,https://skeptics.stackexchange.com/questions/18272#18310,na,1.333333333,1.333333333,1,18272
do vitamin d supplements help against winter depression,https://skeptics.stackexchange.com/questions/18322#18325 ,no,3,1.666666667,1,18322
do memory foam mattresses cause inflammation,https://skeptics.stackexchange.com/questions/18352#30376,na,1.666666667,1.333333333,1,18352
do asian esp japanese people have longer intestines than people of european descent,https://skeptics.stackexchange.com/questions/18385#20729,na,2,1.5,1,18385
can scaring a person cure hiccups,https://skeptics.stackexchange.com/questions/18422#18979,yes,2.666666667,2.333333333,1,18422
has climate change measurably increased the likelihood of tropical storms such as haiyan,https://skeptics.stackexchange.com/questions/18423#18425,na,2.333333333,2.333333333,1,18423
does eating grains cause alzheimers,https://skeptics.stackexchange.com/questions/18450#20419,no,1.666666667,3,1,18450
does storing ground coffee in the fridge preserve its flavor better,https://skeptics.stackexchange.com/questions/18490#23016,yes,2.5,2,1,18490
does autosuggestion work,https://skeptics.stackexchange.com/questions/18562#18564,na,1.666666667,1.666666667,1,18562
can eating too much fibre cause hemorrhoidal disease or piles,https://skeptics.stackexchange.com/questions/18573#23506,no,1.666666667,2,1,18573
do monsanto gm foods cause glutenrelated illnesses,https://skeptics.stackexchange.com/questions/18612#18613,na,2.333333333,2.333333333,1,18612
is halal meat healthier to consume,https://skeptics.stackexchange.com/questions/18628#18691,no,2.333333333,1,1,18628
does chicken meat from the us contain arsenic,https://skeptics.stackexchange.com/questions/18630#18693,yes,2.333333333,1.666666667,1,18630
can phobias be genetic but created in one generation and not by natural selection,https://skeptics.stackexchange.com/questions/18713#22322,na,1.666666667,2,1,18713
can teeth cavities be cured through diet,https://skeptics.stackexchange.com/questions/18736#18837,no,2.333333333,2.333333333,1,18736
does taking more steps lead to better health outcomes,https://skeptics.stackexchange.com/questions/18870#18872,yes,2,2.5,1,18870
is the newborn vitamin k injection linked to cancer or leukemia,https://skeptics.stackexchange.com/questions/18877#18879,no,2,3,1,18877
is treatment induced injury one of the leading causes of death and disability,https://skeptics.stackexchange.com/questions/18887#18888,na,2.666666667,2.666666667,1,18887
do medical screenings improve health outcomes,https://skeptics.stackexchange.com/questions/18892#18893,na,1,2.5,1,18892
can reading a word trigger a trauma flashback,https://skeptics.stackexchange.com/questions/18951#36740,yes,2,2.333333333,1,18951
are eggs more likely to contain salmonella in the yolk than the white,https://skeptics.stackexchange.com/questions/18954#18956,no,2.5,2,1,18954
does eating sugar feed yeast in the gut,https://skeptics.stackexchange.com/questions/18987#18988,na,1.666666667,2,1,18987
is cannabis bad for your health when not smoked in the long term,https://skeptics.stackexchange.com/questions/19057#19058,na,2.333333333,1.666666667,1,19057
can eating sugar result in addiction,https://skeptics.stackexchange.com/questions/19060#20808,na,1.666666667,2.333333333,1,19060
does wheat cause coronary heart disease,https://skeptics.stackexchange.com/questions/19092#19095,na,2,2,1,19092
does one out of every hundred peanuts produced end up in peanut mms,https://skeptics.stackexchange.com/questions/19138#19139,na,1,2.5,1,19138
does the theradome laser helmet deliver around  jcm to the head,https://skeptics.stackexchange.com/questions/19170#20466,na,2,1.5,1,19170
does cooking with extra virgin olive oil cause cancer,https://skeptics.stackexchange.com/questions/19180#19190,no,2.333333333,2,1,19180
does blue monday exist,https://skeptics.stackexchange.com/questions/19223#19227 ,no,1.666666667,2.333333333,1,19223
do peoples iqs change,https://skeptics.stackexchange.com/questions/19236#19237,yes,1.333333333,1.666666667,1,19236
is the mile email case true,https://skeptics.stackexchange.com/questions/19281#19283,yes,2,2.333333333,1,19281
have global surface temperatures not shown significant warming since the late s,https://skeptics.stackexchange.com/questions/19291#19294 ,na,1.666666667,2.666666667,1,19291
is inhaling helium dangerous,https://skeptics.stackexchange.com/questions/19298#19350,yes,3,3,1,19298
was the combination of yoghurt and honey called the food of the gods in ancient indian records,https://skeptics.stackexchange.com/questions/19361#20306,yes,1,2,1,19361
did january  american snowfall char and burn when exposed to fire,https://skeptics.stackexchange.com/questions/19364#19365,no,1.666666667,2,1,19364
is there a letter from bohr about the  nobel prize,https://skeptics.stackexchange.com/questions/19373#32016,na,2.333333333,2.333333333,1,19373
do the types of food affect a calorie restricted diet,https://skeptics.stackexchange.com/questions/19393#20845,yes,2,2.333333333,1,19393
can the health of an alkaline battery be determined by bouncing it,https://skeptics.stackexchange.com/questions/19412#23123,yes,2,2.5,1,19412
does the brat diet help stop diarrhea,https://skeptics.stackexchange.com/questions/19477#19484,no,1.666666667,1.666666667,1,19477
is this man holding his own heart after getting a transplant,https://skeptics.stackexchange.com/questions/19535#19537,yes,1.5,2.5,1,19535
is speaking in tongues real,https://skeptics.stackexchange.com/questions/19594#19595,no,1.666666667,2.333333333,1,19594
can reflexology diagnose and cure disease,https://skeptics.stackexchange.com/questions/19600#21918,no,2,2.333333333,1,19600
do tinfoil hats protect against any sort of radiation,https://skeptics.stackexchange.com/questions/19615#32319,na,2,2,1,19615
is wholegrain bread healthier than white bread,https://skeptics.stackexchange.com/questions/19667#20058,na,1.5,2,1,19667
is higgs boson called the god particle because of a book by leon lederman,https://skeptics.stackexchange.com/questions/19715#19719,yes,1.666666667,1.666666667,1,19715
is the peel of commerciallygrown apples toxic with pesticides,https://skeptics.stackexchange.com/questions/19742#19750,no,1.666666667,2,1,19742
does an alkaline diet help to prevent kidney stones,https://skeptics.stackexchange.com/questions/19744#21928,no,1,2,1,19744
does a high protein diet increase your risk for cancer,https://skeptics.stackexchange.com/questions/19784#19817 ,no,1.5,2.5,1,19784
do directional tread patterns on tires reduce hydroplaning,https://skeptics.stackexchange.com/questions/19804#28219,yes,1.666666667,1.333333333,1,19804
is it harmful to exercise when on antibiotics,https://skeptics.stackexchange.com/questions/19875#19894,na,2,1.333333333,1,19875
are ectomorph mesomorph and endomorph valid and useful descriptors,https://skeptics.stackexchange.com/questions/19943#19945,na,1.666666667,2,1,19943
have chronic conditions such as heart disease prostate cancer infertility ever been linked to everyday exposures to chemicals in food,https://skeptics.stackexchange.com/questions/19948#19972,na,2.333333333,2.333333333,1,19948
do water molecules change when you talk to them,https://skeptics.stackexchange.com/questions/19979#19996,na,2,2.333333333,1,19979
can looking at pictures tell you something about your personality,https://skeptics.stackexchange.com/questions/19986#19988,na,2,1.333333333,1,19986
does the means of slaughter affect meat quality,https://skeptics.stackexchange.com/questions/19994#20008,yes,2,2.333333333,1,19994
is optometry a pseudoscience,https://skeptics.stackexchange.com/questions/20006#20071,yes,1.666666667,2.333333333,1,20006
was shakuntala devi able to perform complex computations far faster than the best living human calculators,https://skeptics.stackexchange.com/questions/20024#22842,yes,2.333333333,3,1,20024
is the flavor of artificial banana flavoring based on the gros michel banana,https://skeptics.stackexchange.com/questions/20079#20084,na,1.333333333,2,1,20079
is cancer linked to having an acidic body,https://skeptics.stackexchange.com/questions/20087#20093,no,2,2.333333333,1,20087
is ocean acidification happening,https://skeptics.stackexchange.com/questions/20101#20102,na,1.666666667,2.666666667,1,20101
do poor children hear  million fewer words by age,https://skeptics.stackexchange.com/questions/20139#20148,na,2,2.333333333,1,20139
can the gobe devices measure your caloric intake,https://skeptics.stackexchange.com/questions/20147#40039,no,2.333333333,3,1,20147
was sucralose accidentally discovered in the course of insectide research,https://skeptics.stackexchange.com/questions/20211#20261,no,2,2.333333333,1,20211
does gps use general relativity,https://skeptics.stackexchange.com/questions/20230#20236,yes,2,3,1,20230
does potassium deficiency cause cramps,https://skeptics.stackexchange.com/questions/20292#20309,yes,1.333333333,2,1,20292
can vegetable oils extracted from seeds be shown to cause health problems,https://skeptics.stackexchange.com/questions/20304#20364,yes,1,1.5,1,20304
are the latest estimates of the cost of climate policy five time higher than the projected benefits,https://skeptics.stackexchange.com/questions/20344#20345,no,2.666666667,2.666666667,1,20344
are discussions about suicide themselves suicide triggers,https://skeptics.stackexchange.com/questions/20373#20375,yes,2.666666667,2.333333333,1,20373
can you get sufficient protein from a vegan diet,https://skeptics.stackexchange.com/questions/20389#20394,yes,2,2,1,20389
does eating food which was exposed to ionizing em radiation pose a health risk,https://skeptics.stackexchange.com/questions/20444#20446,no,1.333333333,1.333333333,1,20444
are people dying of starvation because we cannot produce enough food,https://skeptics.stackexchange.com/questions/20459#20488,na,2.5,2.5,1,20459
did japanese people eat pickled fish eyes,https://skeptics.stackexchange.com/questions/20487#20500 ,yes,1.666666667,2.666666667,1,20487
do japanese fishermen put sharks in their tanks to keep fish fresh,https://skeptics.stackexchange.com/questions/20565#26388,na,2.333333333,2.333333333,1,20565
can you deduce the quality of watermelons by tapping on them,https://skeptics.stackexchange.com/questions/20567#20586,yes,2.666666667,2.666666667,1,20567
can continuous passive movement help cartilage healing,https://skeptics.stackexchange.com/questions/20632#21901,no,1.333333333,2.666666667,1,20632
is it possible for dogs to have a vegetarian diet,https://skeptics.stackexchange.com/questions/20645#26827,yes,2.333333333,2,1,20645
do onions become toxic or otherwise dangerous within a day of a being cut open,https://skeptics.stackexchange.com/questions/20649#20651,no,2,2.666666667,1,20649
did the quran predict the speed of light,https://skeptics.stackexchange.com/questions/20650#20684,no,1.5,2.5,1,20650
are live monkey brains a traditional cuisine,https://skeptics.stackexchange.com/questions/20660#23423,no,2.666666667,2,1,20660
do onions enhance immune system,https://skeptics.stackexchange.com/questions/20712#20805   ,na,1.333333333,2.666666667,1,20712
does garlic enhance immune system,https://skeptics.stackexchange.com/questions/20713#20727,yes,2.333333333,2,1,20713
do bananas last  to  days longer if you wrap plastic around their stem,https://skeptics.stackexchange.com/questions/20852#20869,na,1.666666667,1.666666667,1,20852
is there a nutritional difference between grainfed and grassfed beef,https://skeptics.stackexchange.com/questions/20870#21898,yes,2,2.333333333,1,20870
did the isolation condensors fail at fukushima daiichi was human error involved,https://skeptics.stackexchange.com/questions/20893#20894,yes,1.5,2,1,20893
does this study show the cdc has covered up an autismthimerosal link,https://skeptics.stackexchange.com/questions/22007#22008,na,1,2.333333333,1,22007
does talking in another language actually change your personality,https://skeptics.stackexchange.com/questions/22034#22035,yes,3,2,1,22034
is our moon moving away from earth,https://skeptics.stackexchange.com/questions/22050#22052,yes,2,2,1,22050
is matt ridleys assertion that the most extreme of the ipcc climate projections is based on very implausible assumptions correct,https://skeptics.stackexchange.com/questions/22073#22076,no,2,1.666666667,1,22073
do babies born with lots of hair cause heartburn during pregnancy,https://skeptics.stackexchange.com/questions/22087#22092,yes,2.333333333,2.333333333,1,22087
did fertilising the ocean with  tons of iron sulphate increase the salmon catch by over  tons,https://skeptics.stackexchange.com/questions/22089#43584,yes,1,2.666666667,1,22089
is it possible to determine dishonesty in a person through body language,https://skeptics.stackexchange.com/questions/22154#22156,no,2.333333333,2.666666667,1,22154
was july  the hottest month on record for mainland usa,https://skeptics.stackexchange.com/questions/22168#22179 ,na,2,1.666666667,1,22168
are facebook likes similar to cocaine addiction,https://skeptics.stackexchange.com/questions/22207#22211,yes,2.5,2.5,1,22207
are youths that watch violent xrated material  times more likely to force others sexually,https://skeptics.stackexchange.com/questions/22234#22235,na,1.666666667,2.666666667,1,22234
does drinking water after eating watermelon cause cholera,https://skeptics.stackexchange.com/questions/22241#23255,no,2,1.333333333,1,22241
do lemons act as bases in the body,https://skeptics.stackexchange.com/questions/22250#22838,no,1.333333333,2.666666667,1,22250
did both higher temperatures and an ice age exist at co levels ten times the present,https://skeptics.stackexchange.com/questions/22285#22367,yes,1.666666667,2.333333333,1,22285
do higher co concentrations increase plant wellbeing,https://skeptics.stackexchange.com/questions/22292#22293,na,2,2,1,22292
did global warming cause temperatures to drop because of polar vortex episodes,https://skeptics.stackexchange.com/questions/22361#22365,na,1.666666667,1.666666667,1,22361
do rss satellite samples show no warming since september,https://skeptics.stackexchange.com/questions/22379#22381 ,yes,2.5,2.5,1,22379
does sleeping naked in a sleeping bag keep you warmer,https://skeptics.stackexchange.com/questions/22419#22433,no,2.666666667,3,1,22419
does chocolate have caffeine,https://skeptics.stackexchange.com/questions/22428#22431,yes,2.333333333,2,1,22428
is this a way to survive a lightning strike,https://skeptics.stackexchange.com/questions/22430#26432,na,2.333333333,1.666666667,1,22430
does the true colors personality quiz predict behavior,https://skeptics.stackexchange.com/questions/22504#22506,na,2,1,1,22504
can ptsd be a factor in causing one to plagiarize,https://skeptics.stackexchange.com/questions/22507#22537,na,1.666666667,1.333333333,1,22507
does rubbing a bruise help against haematomas,https://skeptics.stackexchange.com/questions/22544#22546,no,2.333333333,2.666666667,1,22544
is it safe to stand by the windows during a thunderstorm,https://skeptics.stackexchange.com/questions/22562#22565,no,2,2.333333333,1,22562
can lightning bring down a plane,https://skeptics.stackexchange.com/questions/22579#22584,yes,2.666666667,2.666666667,1,22579
has a famine ever taken place in a functioning democracy,https://skeptics.stackexchange.com/questions/22586#22594,yes,2.666666667,2,1,22586
is this cctv video about a chair moving by itself in essex theatre fake,https://skeptics.stackexchange.com/questions/22599#22619,yes,1,2.333333333,1,22599
does drinking water at certain times help digestion prevent highblood pressure strokes and heartattacks,https://skeptics.stackexchange.com/questions/22609#22611,no,2.333333333,1.666666667,1,22609
does ebola pose little risk to the us general population,https://skeptics.stackexchange.com/questions/22638#22639,yes,2.333333333,2.333333333,1,22638
are aikido joint locks harmful to children,https://skeptics.stackexchange.com/questions/22696#22728,na,2,3,1,22696
did benjamin franklin perform an experiment by flying a kite in a lightning storm,https://skeptics.stackexchange.com/questions/22825#22827,na,2.5,2.5,1,22825
did norman borlaug save a billion lives,https://skeptics.stackexchange.com/questions/22875#22904,no,1.666666667,2.333333333,1,22875
does unflavoured carbonated water cause damage to teeth,https://skeptics.stackexchange.com/questions/22890#22903,no,2,2.666666667,1,22890
is starlite a hoax,https://skeptics.stackexchange.com/questions/22956#26427,yes,2.666666667,2.333333333,1,22956
do quinoa flakes have the same nutritional profile as whole quinoa,https://skeptics.stackexchange.com/questions/22991#23007 ,no,2,2.666666667,1,22991
is coffee the  source of antioxidants in the us diet,https://skeptics.stackexchange.com/questions/23104#23186,na,2.666666667,1.333333333,1,23104
do sugarfree gummy bears cause gastrointestinal distress,https://skeptics.stackexchange.com/questions/23153#23156,yes,2.5,3,1,23153
does increasing water intake during a diet help with weight loss,https://skeptics.stackexchange.com/questions/23289#23302,yes,1.333333333,2,1,23289
is coconut oil the best for hightemperature cooking,https://skeptics.stackexchange.com/questions/23317#23362,no,2.666666667,2,1,23317
did this couple lose  pounds of weight in  years,https://skeptics.stackexchange.com/questions/23366#23370,na,1,1.333333333,1,23366
is it healthy to eat breakfast like a king lunch like a prince and dinner like a pauper,https://skeptics.stackexchange.com/questions/23379#26462,na,2.5,1.5,1,23379
does tapping on acupoints during an emotional problem change chemistry in the brain,https://skeptics.stackexchange.com/questions/23408#23409,na,2.333333333,2.333333333,1,23408
is arthritis a symptom of borondeficiency in the diet,https://skeptics.stackexchange.com/questions/23415#45439,yes,2.5,3,1,23415
does eating dark chocolate reduce the risk of heart diseases,https://skeptics.stackexchange.com/questions/23504#23505,no,2.5,3,1,23504
does drinking juice help to remove toxins,https://skeptics.stackexchange.com/questions/23508#28427,no,2,1.666666667,1,23508
do chromium or manganese supplements have any benefits,https://skeptics.stackexchange.com/questions/23514#23518,no,2.333333333,3,1,23514
does drinking black tea increase prostate cancer risk,https://skeptics.stackexchange.com/questions/23560#28409,na,1.333333333,2.333333333,1,23560
does helminthic therapy help in the treatment of crohns disease,https://skeptics.stackexchange.com/questions/23574#23577,na,1.666666667,1.666666667,1,23574
can anesa be used to diagnose pathologies,https://skeptics.stackexchange.com/questions/23618#36995,na,1.333333333,2.333333333,1,23618
was inbreeding responsible for haemophilia in royalty,https://skeptics.stackexchange.com/questions/23648#23649,na,2.5,3,1,23648
does extremely high intelligence correlate with poorer social skills,https://skeptics.stackexchange.com/questions/23682#37534,no,2.5,2,1,23682
do calcified water heaters use more energy,https://skeptics.stackexchange.com/questions/23802#23895,no,1.333333333,2,1,23802
are polyamorous people happier,https://skeptics.stackexchange.com/questions/23807#38837,na,2,1.333333333,1,23807
did thomas edison test  materials for the filament of his light bulb,https://skeptics.stackexchange.com/questions/23820#27178,yes,2,2.333333333,1,23820
do blue lights on railway platforms reduce suicide,https://skeptics.stackexchange.com/questions/23859#30229,na,2.5,3,1,23859
is suicide caused by or correlated with living at high altitude,https://skeptics.stackexchange.com/questions/23868#32261,yes,2.666666667,2.333333333,1,23868
can eating human hair cause a blockage in the digestive tract,https://skeptics.stackexchange.com/questions/23899#23900,yes,2,2,1,23899
does the average american thanksgiving meal contain  calories,https://skeptics.stackexchange.com/questions/23908#23984,yes,1.333333333,2,1,23908
do  of the swiss eat dogs and cats,https://skeptics.stackexchange.com/questions/23915#31983,no,1.333333333,2,1,23915
is animal agriculture responsible for more greenhouse gas emissions than transportation,https://skeptics.stackexchange.com/questions/23920#23925,yes,2.5,3,1,23920
are sharks primarily hunted for chinese cuisine,https://skeptics.stackexchange.com/questions/23945#23985,yes,2.5,2.5,1,23945
has the snowball approach to debt repayment been shown to have any advantages,https://skeptics.stackexchange.com/questions/24004#24035 ,yes,2.333333333,2.666666667,1,24004
does technology exist that can read memories from human brains,https://skeptics.stackexchange.com/questions/24096#24097 ,yes,2,2.5,1,24096
does an empty stomach cause gas,https://skeptics.stackexchange.com/questions/25176#25186,na,2,2,1,25176
is salt an antihistamine,https://skeptics.stackexchange.com/questions/25313#25315,no,1.333333333,2,1,25313
does chicory root extract cause high flatulence,https://skeptics.stackexchange.com/questions/25316#30057,na,1,1,1,25316
are most adults lactose intolerant,https://skeptics.stackexchange.com/questions/25318#25324,yes,3,3,1,25318
is a human on a bike more efficient than a fish in water,https://skeptics.stackexchange.com/questions/26331#26333,yes,1.333333333,2.666666667,1,26331
is it common that north americans who call themselves vegetarian eat fish,https://skeptics.stackexchange.com/questions/26337#26339,yes,2.666666667,3,1,26337
is lyme disease endemic in australia,https://skeptics.stackexchange.com/questions/26426#43873 ,no,2,3,1,26426
did food industry make their instant cakes harder to cook in the s,https://skeptics.stackexchange.com/questions/26467#26469,no,2.333333333,2.333333333,1,26467
did someone using a private jet tell americans their expectations are too high,https://skeptics.stackexchange.com/questions/26502#40332,na,1,1,1,26502
did astronauts leave footprints on the moon,https://skeptics.stackexchange.com/questions/26574#26583,yes,2,3,1,26574
did thales conduct experiments in electricity,https://skeptics.stackexchange.com/questions/26654#26657,na,1.666666667,1.333333333,1,26654
can nasal spray with eucalyptus help prevent further infections,https://skeptics.stackexchange.com/questions/26678#30642,yes,1,3,1,26678
are secularatheist adults less vengeful nationalistic militaristic authoritarian and more tolerant,https://skeptics.stackexchange.com/questions/26763#26794,yes,2.333333333,1.666666667,1,26763
is the asshole effect a phenomenon correlated with wealth,https://skeptics.stackexchange.com/questions/26805#26808,yes,2.666666667,2.666666667,1,26805
is food handled in china but available in australia less safe than food handled in australia,https://skeptics.stackexchange.com/questions/26821#38171,na,1.333333333,2.333333333,1,26821
are diet soft drinks linked to depression in women,https://skeptics.stackexchange.com/questions/26862#26970,na,2,2.333333333,1,26862
does the human body crave missing vitamins,https://skeptics.stackexchange.com/questions/26863#28363,yes,2,2,1,26863
did global warming exacerbate the syrian conflict,https://skeptics.stackexchange.com/questions/26953#30999,yes,2.333333333,3,1,26953
did willie soon fail to disclose a conflict of interest with the fossil fuel lobby,https://skeptics.stackexchange.com/questions/26975#26983,yes,2.333333333,2.333333333,1,26975
do you need specialist filters to look at the sun,https://skeptics.stackexchange.com/questions/27125#27128,yes,2.333333333,1.333333333,1,27125
is profanity correlated with trustworthiness and honesty,https://skeptics.stackexchange.com/questions/27164#27167,no,2.333333333,2.333333333,1,27164
does gelatin aid hair and nail growth,https://skeptics.stackexchange.com/questions/27204#27206,no,2,2.666666667,1,27204
can bouncing batteries tell you if they are charged or not,https://skeptics.stackexchange.com/questions/27238#27239,yes,3,2.5,1,27238
are people happier when they spend money on experiences rather than physical objects,https://skeptics.stackexchange.com/questions/27277#41940,yes,2.666666667,3,1,27277
is it unhealthy to lick the lid of a yogurt cup,https://skeptics.stackexchange.com/questions/27504#27602,no,2,2,1,27504
did spam sue a popular email service in the early days of the internet,https://skeptics.stackexchange.com/questions/27539#27540,no,1.666666667,2,1,27539
did manahel thabet develop a groundbreaking formula to measure distance in space without the use of light,https://skeptics.stackexchange.com/questions/27566#27575 ,no,2,3,1,27566
can a strong solar storm knock out our power grids for months,https://skeptics.stackexchange.com/questions/27605#27606,yes,3,2.5,1,27605
are sprout seeds safe to eat,https://skeptics.stackexchange.com/questions/27653#27654,no,1.333333333,2,1,27653
do calorie charts in restaurants affect peoples choice of foods,https://skeptics.stackexchange.com/questions/27721#42033,no,2.666666667,2.666666667,1,27721
does getting a running start increase your vertical jump,https://skeptics.stackexchange.com/questions/27749#27750,yes,3,3,1,27749
does heating breast milk in a microwave oven destroy nutrients,https://skeptics.stackexchange.com/questions/27782#27783,na,1.666666667,1.333333333,1,27782
does ghee help burn body fat,https://skeptics.stackexchange.com/questions/27795#27839,na,2,3,1,27795
are confident guys more likely to get a girlfriend,https://skeptics.stackexchange.com/questions/27834#27836,na,2.333333333,1.666666667,1,27834
do extreme homeopathic dilutions still retain quantities of the starting materials,https://skeptics.stackexchange.com/questions/27876#27895,no,1,2.5,1,27876
does one in six americans struggle with hunger,https://skeptics.stackexchange.com/questions/27903#27904,no,2,2.333333333,1,27903
does zeolite remove heavy metals and radiation from the body,https://skeptics.stackexchange.com/questions/27986#28016,yes,1.5,1.5,1,27986
does the hpv vaccine have more frequent adverse reactions than other immunisations,https://skeptics.stackexchange.com/questions/27987#28008,no,2.333333333,2.666666667,1,27987
is sodium nitrite food additive e carcinogenic,https://skeptics.stackexchange.com/questions/28106#28416,yes,2,3,1,28106
does gender reassignment surgery increase quality of life of transgender individuals,https://skeptics.stackexchange.com/questions/28110#28117,yes,2.5,3,1,28110
do dietary vitamin supplements like berocca help improve mental performance,https://skeptics.stackexchange.com/questions/28173#28824,yes,2.666666667,2.666666667,1,28173
is coldpressed juice higher in nutrients,https://skeptics.stackexchange.com/questions/28180#28198,na,2,2.666666667,1,28180
do nightlights during childhood cause myopia later in life,https://skeptics.stackexchange.com/questions/28227#28233,no,3,3,1,28227
is this description of the processes which take place in the body for an hour after drinking coca cola accurate,https://skeptics.stackexchange.com/questions/28612#28615,na,2.333333333,3,1,28612
was the term goosebumps ever used to refer to venereal sores,https://skeptics.stackexchange.com/questions/28720#39664,yes,1.666666667,2,1,28720
did aw customers think  pound burger patties weigh less than  pound ones,https://skeptics.stackexchange.com/questions/28745#28746,na,1.5,1.5,1,28745
do shade balls conservesave water,https://skeptics.stackexchange.com/questions/28749#28751,yes,2,1.666666667,1,28749
does  g of gatorade powder contain  g of carbohydrates,https://skeptics.stackexchange.com/questions/28844#28846,yes,1.666666667,2,1,28844
is very young lamb poisonous,https://skeptics.stackexchange.com/questions/28850#28862,na,1.333333333,1.333333333,1,28850
do trackers hold their ears to the ground,https://skeptics.stackexchange.com/questions/28858#31250,yes,1.666666667,2,1,28858
can reducing dht by dietary means reduce or reverse hair loss,https://skeptics.stackexchange.com/questions/28865#28866,na,1.666666667,1.666666667,1,28865
does painting a room pink make it calming,https://skeptics.stackexchange.com/questions/28903#28904,no,1,2,1,28903
are stomach noises normal for healthy stomachs and diets,https://skeptics.stackexchange.com/questions/28932#28937,yes,2,2.333333333,1,28932
is the world record for staying in an anechoic chamber an hour or less,https://skeptics.stackexchange.com/questions/29944#29946,no,2,3,1,29944
can one hour of tv per day worsen gcse grades,https://skeptics.stackexchange.com/questions/29952#29996 ,na,2.666666667,2.333333333,1,29952
does eating certain food types alter your body temperature,https://skeptics.stackexchange.com/questions/29963#29982,yes,1.5,3,1,29963
